Mode,Volume (in Cr.)
BHIM UPI,4596.632248500003
Others,753.4223851000003
PPI,658.1239
IMPS,465.9697663999999
NEFT,404.07280000000003
Debit Card,394.76779999999997
Internet Banking,391.5155460999998
NACH,383.79804780000006
NETC,244.1310103
Credit Card,223.9883
Mobile Banking,143.26271589999996
AEPS,126.87724949999993
Closed Loop Wallet,36.05438159999999
RTGS,20.783905999999998
BHIM Aadhaar,2.2737480000000025
USSD,0.11996709999999991
